"station","valid","tmpf","relh","datetime","date","hour","year","month","doy","temp_c"
"TUS","2019-08-06 14:53",98,25.61,2019-08-06 14:53:00,2019-08-06,14,2019,8,218,36.6666666666667
"TUS","2019-08-06 15:53",97,25.45,2019-08-06 15:53:00,2019-08-06,15,2019,8,218,36.1111111111111
"TUS","2019-08-06 16:53",83,52.93,2019-08-06 16:53:00,2019-08-06,16,2019,8,218,28.3333333333333
"TUS","2019-08-06 17:53",90,37.97,2019-08-06 17:53:00,2019-08-06,17,2019,8,218,32.2222222222222
"TUS","2019-08-06 18:53",90,37.97,2019-08-06 18:53:00,2019-08-06,18,2019,8,218,32.2222222222222
"TUS","2019-08-06 19:53",89,36.37,2019-08-06 19:53:00,2019-08-06,19,2019,8,218,31.6666666666667
"TUS","2019-08-06 20:53",82,56.24,2019-08-06 20:53:00,2019-08-06,20,2019,8,218,27.7777777777778
"TUS","2019-08-06 21:53",80,64.14,2019-08-06 21:53:00,2019-08-06,21,2019,8,218,26.6666666666667
"TUS","2019-08-06 22:53",81,60.37,2019-08-06 22:53:00,2019-08-06,22,2019,8,218,27.2222222222222
"TUS","2019-08-06 23:53",81,60.37,2019-08-06 23:53:00,2019-08-06,23,2019,8,218,27.2222222222222
"TUS","2019-08-07 00:53",81,62.28,2019-08-07 00:53:00,2019-08-07,0,2019,8,219,27.2222222222222
"TUS","2019-08-07 01:53",80,66.62,2019-08-07 01:53:00,2019-08-07,1,2019,8,219,26.6666666666667
"TUS","2019-08-07 02:53",79,66.49,2019-08-07 02:53:00,2019-08-07,2,2019,8,219,26.1111111111111
"TUS","2019-08-07 03:53",79,66.49,2019-08-07 03:53:00,2019-08-07,3,2019,8,219,26.1111111111111
"TUS","2019-08-07 04:53",80,62.17,2019-08-07 04:53:00,2019-08-07,4,2019,8,219,26.6666666666667
"TUS","2019-08-07 05:53",79,64.45,2019-08-07 05:53:00,2019-08-07,5,2019,8,219,26.1111111111111
"TUS","2019-08-07 06:53",79,64.45,2019-08-07 06:53:00,2019-08-07,6,2019,8,219,26.1111111111111
"TUS","2019-08-07 07:53",83,54.62,2019-08-07 07:53:00,2019-08-07,7,2019,8,219,28.3333333333333
"TUS","2019-08-07 08:53",86,46.25,2019-08-07 08:53:00,2019-08-07,8,2019,8,219,30
"TUS","2019-08-07 09:53",87,44.66,2019-08-07 09:53:00,2019-08-07,9,2019,8,219,30.5555555555556
"TUS","2019-08-07 10:53",92,37.19,2019-08-07 10:53:00,2019-08-07,10,2019,8,219,33.3333333333333
"TUS","2019-08-07 11:53",94,34.95,2019-08-07 11:53:00,2019-08-07,11,2019,8,219,34.4444444444444
"TUS","2019-08-07 12:53",96,32.66,2019-08-07 12:53:00,2019-08-07,12,2019,8,219,35.5555555555556
"TUS","2019-08-07 13:53",98,27.52,2019-08-07 13:53:00,2019-08-07,13,2019,8,219,36.6666666666667
"TUS","2019-08-07 14:53",100,25.98,2019-08-07 14:53:00,2019-08-07,14,2019,8,219,37.7777777777778
"TUS","2019-08-07 15:53",98,26.46,2019-08-07 15:53:00,2019-08-07,15,2019,8,219,36.6666666666667
"TUS","2019-08-07 16:53",98,26.46,2019-08-07 16:53:00,2019-08-07,16,2019,8,219,36.6666666666667
"TUS","2019-08-07 17:53",98,24.61,2019-08-07 17:53:00,2019-08-07,17,2019,8,219,36.6666666666667
"TUS","2019-08-07 18:53",96,26.16,2019-08-07 18:53:00,2019-08-07,18,2019,8,219,35.5555555555556
"TUS","2019-08-07 19:53",93,30.95,2019-08-07 19:53:00,2019-08-07,19,2019,8,219,33.8888888888889
"TUS","2019-08-07 20:53",89,39.06,2019-08-07 20:53:00,2019-08-07,20,2019,8,219,31.6666666666667
"TUS","2019-08-07 21:53",88,42.05,2019-08-07 21:53:00,2019-08-07,21,2019,8,219,31.1111111111111
"TUS","2019-08-07 22:53",87,43.27,2019-08-07 22:53:00,2019-08-07,22,2019,8,219,30.5555555555556
"TUS","2019-08-07 23:53",84,45.96,2019-08-07 23:53:00,2019-08-07,23,2019,8,219,28.8888888888889
"TUS","2019-08-08 00:53",83,47.62,2019-08-08 00:53:00,2019-08-08,0,2019,8,220,28.3333333333333
"TUS","2019-08-08 01:53",82,49.03,2019-08-08 01:53:00,2019-08-08,1,2019,8,220,27.7777777777778
"TUS","2019-08-08 02:53",82,49.03,2019-08-08 02:53:00,2019-08-08,2,2019,8,220,27.7777777777778
"TUS","2019-08-08 03:53",81,54.36,2019-08-08 03:53:00,2019-08-08,3,2019,8,220,27.2222222222222
"TUS","2019-08-08 04:53",80,55.98,2019-08-08 04:53:00,2019-08-08,4,2019,8,220,26.6666666666667
"TUS","2019-08-08 05:53",79,58.04,2019-08-08 05:53:00,2019-08-08,5,2019,8,220,26.1111111111111
"TUS","2019-08-08 06:53",82,50.97,2019-08-08 06:53:00,2019-08-08,6,2019,8,220,27.7777777777778
"TUS","2019-08-08 07:53",85,46.42,2019-08-08 07:53:00,2019-08-08,7,2019,8,220,29.4444444444444
"TUS","2019-08-08 08:53",88,39.17,2019-08-08 08:53:00,2019-08-08,8,2019,8,220,31.1111111111111
"TUS","2019-08-08 09:53",92,33.31,2019-08-08 09:53:00,2019-08-08,9,2019,8,220,33.3333333333333
"TUS","2019-08-08 10:53",96,28.12,2019-08-08 10:53:00,2019-08-08,10,2019,8,220,35.5555555555556
"TUS","2019-08-08 11:53",98,26.46,2019-08-08 11:53:00,2019-08-08,11,2019,8,220,36.6666666666667
"TUS","2019-08-08 12:53",99,25.74,2019-08-08 12:53:00,2019-08-08,12,2019,8,220,37.2222222222222
"TUS","2019-08-08 13:53",96,28.12,2019-08-08 13:53:00,2019-08-08,13,2019,8,220,35.5555555555556
"TUS","2019-08-08 14:53",95,30.26,2019-08-08 14:53:00,2019-08-08,14,2019,8,220,35
"TUS","2019-08-08 15:53",93,30.95,2019-08-08 15:53:00,2019-08-08,15,2019,8,220,33.8888888888889
"TUS","2019-08-08 16:53",94,29.14,2019-08-08 16:53:00,2019-08-08,16,2019,8,220,34.4444444444444
"TUS","2019-08-08 17:53",95,28.16,2019-08-08 17:53:00,2019-08-08,17,2019,8,220,35
"TUS","2019-08-08 18:53",92,33.31,2019-08-08 18:53:00,2019-08-08,18,2019,8,220,33.3333333333333
"TUS","2019-08-08 19:53",91,34.27,2019-08-08 19:53:00,2019-08-08,19,2019,8,220,32.7777777777778
"TUS","2019-08-08 20:53",89,36.37,2019-08-08 20:53:00,2019-08-08,20,2019,8,220,31.6666666666667
"TUS","2019-08-08 21:53",90,33.99,2019-08-08 21:53:00,2019-08-08,21,2019,8,220,32.2222222222222
"TUS","2019-08-08 22:53",89,34.97,2019-08-08 22:53:00,2019-08-08,22,2019,8,220,31.6666666666667
"TUS","2019-08-08 23:53",85,46.42,2019-08-08 23:53:00,2019-08-08,23,2019,8,220,29.4444444444444
"TUS","2019-08-09 00:53",84,47.78,2019-08-09 00:53:00,2019-08-09,0,2019,8,221,28.8888888888889
"TUS","2019-08-09 01:53",83,51.1,2019-08-09 01:53:00,2019-08-09,1,2019,8,221,28.3333333333333
"TUS","2019-08-09 02:53",83,52.93,2019-08-09 02:53:00,2019-08-09,2,2019,8,221,28.3333333333333
"TUS","2019-08-09 03:53",82,54.5,2019-08-09 03:53:00,2019-08-09,3,2019,8,221,27.7777777777778
"TUS","2019-08-09 04:53",82,49.03,2019-08-09 04:53:00,2019-08-09,4,2019,8,221,27.7777777777778
"TUS","2019-08-09 05:53",81,49.06,2019-08-09 05:53:00,2019-08-09,5,2019,8,221,27.2222222222222
"TUS","2019-08-09 06:53",81,49.06,2019-08-09 06:53:00,2019-08-09,6,2019,8,221,27.2222222222222
"TUS","2019-08-09 07:53",82,47.49,2019-08-09 07:53:00,2019-08-09,7,2019,8,221,27.7777777777778
"TUS","2019-08-09 08:53",82,49.03,2019-08-09 08:53:00,2019-08-09,8,2019,8,221,27.7777777777778
"TUS","2019-08-09 09:53",83,46.12,2019-08-09 09:53:00,2019-08-09,9,2019,8,221,28.3333333333333
"TUS","2019-08-09 10:53",84,44.51,2019-08-09 10:53:00,2019-08-09,10,2019,8,221,28.8888888888889
"TUS","2019-08-09 11:53",88,36.21,2019-08-09 11:53:00,2019-08-09,11,2019,8,221,31.1111111111111
"TUS","2019-08-09 12:53",89,33.85,2019-08-09 12:53:00,2019-08-09,12,2019,8,221,31.6666666666667
"TUS","2019-08-09 13:53",91,31.89,2019-08-09 13:53:00,2019-08-09,13,2019,8,221,32.7777777777778
"TUS","2019-08-09 14:53",94,29.14,2019-08-09 14:53:00,2019-08-09,14,2019,8,221,34.4444444444444
"TUS","2019-08-09 15:53",94,27.1,2019-08-09 15:53:00,2019-08-09,15,2019,8,221,34.4444444444444
"TUS","2019-08-09 16:53",96,25.32,2019-08-09 16:53:00,2019-08-09,16,2019,8,221,35.5555555555556
"TUS","2019-08-09 17:53",95,27.06,2019-08-09 17:53:00,2019-08-09,17,2019,8,221,35
"TUS","2019-08-09 18:53",93,26.87,2019-08-09 18:53:00,2019-08-09,18,2019,8,221,33.8888888888889
"TUS","2019-08-09 19:53",91,27.67,2019-08-09 19:53:00,2019-08-09,19,2019,8,221,32.7777777777778
"TUS","2019-08-09 20:53",90,30.61,2019-08-09 20:53:00,2019-08-09,20,2019,8,221,32.2222222222222
"TUS","2019-08-09 21:53",89,31.49,2019-08-09 21:53:00,2019-08-09,21,2019,8,221,31.6666666666667
"TUS","2019-08-09 22:53",87,34.66,2019-08-09 22:53:00,2019-08-09,22,2019,8,221,30.5555555555556
"TUS","2019-08-09 23:53",86,35.9,2019-08-09 23:53:00,2019-08-09,23,2019,8,221,30
"TUS","2019-08-10 00:53",83,42.63,2019-08-10 00:53:00,2019-08-10,0,2019,8,222,28.3333333333333
"TUS","2019-08-10 01:53",84,41.14,2019-08-10 01:53:00,2019-08-10,1,2019,8,222,28.8888888888889
"TUS","2019-08-10 02:53",83,47.62,2019-08-10 02:53:00,2019-08-10,2,2019,8,222,28.3333333333333
"TUS","2019-08-10 03:53",83,49.51,2019-08-10 03:53:00,2019-08-10,3,2019,8,222,28.3333333333333
"TUS","2019-08-10 04:53",83,51.1,2019-08-10 04:53:00,2019-08-10,4,2019,8,222,28.3333333333333
"TUS","2019-08-10 05:53",82,52.62,2019-08-10 05:53:00,2019-08-10,5,2019,8,222,27.7777777777778
"TUS","2019-08-10 06:53",82,54.5,2019-08-10 06:53:00,2019-08-10,6,2019,8,222,27.7777777777778
"TUS","2019-08-10 07:53",83,52.93,2019-08-10 07:53:00,2019-08-10,7,2019,8,222,28.3333333333333
"TUS","2019-08-10 08:53",85,49.62,2019-08-10 08:53:00,2019-08-10,8,2019,8,222,29.4444444444444
"TUS","2019-08-10 09:53",88,43.4,2019-08-10 09:53:00,2019-08-10,9,2019,8,222,31.1111111111111
"TUS","2019-08-10 10:53",89,40.61,2019-08-10 10:53:00,2019-08-10,10,2019,8,222,31.6666666666667
"TUS","2019-08-10 11:53",88,40.44,2019-08-10 11:53:00,2019-08-10,11,2019,8,222,31.1111111111111
"TUS","2019-08-10 12:53",74,87.63,2019-08-10 12:53:00,2019-08-10,12,2019,8,222,23.3333333333333
"TUS","2019-08-10 13:53",74,84.97,2019-08-10 13:53:00,2019-08-10,13,2019,8,222,23.3333333333333
"TUS","2019-08-10 14:53",72,83.99,2019-08-10 14:53:00,2019-08-10,14,2019,8,222,22.2222222222222
"TUS","2019-08-10 15:53",74,84.97,2019-08-10 15:53:00,2019-08-10,15,2019,8,222,23.3333333333333
"TUS","2019-08-10 16:53",74,81.82,2019-08-10 16:53:00,2019-08-10,16,2019,8,222,23.3333333333333
"TUS","2019-08-10 17:53",75,75.92,2019-08-10 17:53:00,2019-08-10,17,2019,8,222,23.8888888888889
"TUS","2019-08-10 18:53",76,73.68,2019-08-10 18:53:00,2019-08-10,18,2019,8,222,24.4444444444444
"TUS","2019-08-10 19:53",75,75.92,2019-08-10 19:53:00,2019-08-10,19,2019,8,222,23.8888888888889
"TUS","2019-08-10 20:53",76,71.41,2019-08-10 20:53:00,2019-08-10,20,2019,8,222,24.4444444444444
"TUS","2019-08-10 21:53",77,66.27,2019-08-10 21:53:00,2019-08-10,21,2019,8,222,25
"TUS","2019-08-10 22:53",76,73.68,2019-08-10 22:53:00,2019-08-10,22,2019,8,222,24.4444444444444
"TUS","2019-08-10 23:53",72,78.35,2019-08-10 23:53:00,2019-08-10,23,2019,8,222,22.2222222222222
"TUS","2019-08-11 00:53",72,81.41,2019-08-11 00:53:00,2019-08-11,0,2019,8,223,22.2222222222222
"TUS","2019-08-11 01:53",72,81.41,2019-08-11 01:53:00,2019-08-11,1,2019,8,223,22.2222222222222
"TUS","2019-08-11 02:53",72,81.41,2019-08-11 02:53:00,2019-08-11,2,2019,8,223,22.2222222222222
"TUS","2019-08-11 03:53",72,83.99,2019-08-11 03:53:00,2019-08-11,3,2019,8,223,22.2222222222222
"TUS","2019-08-11 04:53",72,83.99,2019-08-11 04:53:00,2019-08-11,4,2019,8,223,22.2222222222222
"TUS","2019-08-11 05:53",73,81.2,2019-08-11 05:53:00,2019-08-11,5,2019,8,223,22.7777777777778
"TUS","2019-08-11 06:53",72,87.24,2019-08-11 06:53:00,2019-08-11,6,2019,8,223,22.2222222222222
"TUS","2019-08-11 07:53",75,75.92,2019-08-11 07:53:00,2019-08-11,7,2019,8,223,23.8888888888889
"TUS","2019-08-11 08:53",77,68.85,2019-08-11 08:53:00,2019-08-11,8,2019,8,223,25
"TUS","2019-08-11 09:53",82,56.24,2019-08-11 09:53:00,2019-08-11,9,2019,8,223,27.7777777777778
"TUS","2019-08-11 10:53",86,44.81,2019-08-11 10:53:00,2019-08-11,10,2019,8,223,30
"TUS","2019-08-11 11:53",87,43.27,2019-08-11 11:53:00,2019-08-11,11,2019,8,223,30.5555555555556
"TUS","2019-08-11 12:53",89,40.61,2019-08-11 12:53:00,2019-08-11,12,2019,8,223,31.6666666666667
"TUS","2019-08-11 13:53",92,37.19,2019-08-11 13:53:00,2019-08-11,13,2019,8,223,33.3333333333333
"TUS","2019-08-11 14:53",92,34.65,2019-08-11 14:53:00,2019-08-11,14,2019,8,223,33.3333333333333
"TUS","2019-08-11 15:53",94,31.31,2019-08-11 15:53:00,2019-08-11,15,2019,8,223,34.4444444444444
"TUS","2019-08-11 16:53",95,29.09,2019-08-11 16:53:00,2019-08-11,16,2019,8,223,35
"TUS","2019-08-11 17:53",94,30.1,2019-08-11 17:53:00,2019-08-11,17,2019,8,223,34.4444444444444
"TUS","2019-08-11 18:53",92,32.03,2019-08-11 18:53:00,2019-08-11,18,2019,8,223,33.3333333333333
"TUS","2019-08-11 19:53",91,35.64,2019-08-11 19:53:00,2019-08-11,19,2019,8,223,32.7777777777778
"TUS","2019-08-11 20:53",89,40.61,2019-08-11 20:53:00,2019-08-11,20,2019,8,223,31.6666666666667
"TUS","2019-08-11 21:53",87,47.73,2019-08-11 21:53:00,2019-08-11,21,2019,8,223,30.5555555555556
"TUS","2019-08-11 22:53",84,54.77,2019-08-11 22:53:00,2019-08-11,22,2019,8,223,28.8888888888889
"TUS","2019-08-11 23:53",84,51.08,2019-08-11 23:53:00,2019-08-11,23,2019,8,223,28.8888888888889
"TUS","2019-08-12 00:53",81,60.37,2019-08-12 00:53:00,2019-08-12,0,2019,8,224,27.2222222222222
"TUS","2019-08-12 01:53",82,49.03,2019-08-12 01:53:00,2019-08-12,1,2019,8,224,27.7777777777778
"TUS","2019-08-12 02:53",81,45.34,2019-08-12 02:53:00,2019-08-12,2,2019,8,224,27.2222222222222
"TUS","2019-08-12 03:53",79,54.08,2019-08-12 03:53:00,2019-08-12,3,2019,8,224,26.1111111111111
"TUS","2019-08-12 04:53",77,62,2019-08-12 04:53:00,2019-08-12,4,2019,8,224,25
"TUS","2019-08-12 05:53",76,66.6,2019-08-12 05:53:00,2019-08-12,5,2019,8,224,24.4444444444444
"TUS","2019-08-12 06:53",78,61.92,2019-08-12 06:53:00,2019-08-12,6,2019,8,224,25.5555555555556
"TUS","2019-08-12 07:53",82,54.5,2019-08-12 07:53:00,2019-08-12,7,2019,8,224,27.7777777777778
"TUS","2019-08-12 08:53",86,44.81,2019-08-12 08:53:00,2019-08-12,8,2019,8,224,30
"TUS","2019-08-12 09:53",89,39.06,2019-08-12 09:53:00,2019-08-12,9,2019,8,224,31.6666666666667
"TUS","2019-08-12 10:53",92,34.65,2019-08-12 10:53:00,2019-08-12,10,2019,8,224,33.3333333333333
"TUS","2019-08-12 11:53",94,31.31,2019-08-12 11:53:00,2019-08-12,11,2019,8,224,34.4444444444444
"TUS","2019-08-12 12:53",95,29.09,2019-08-12 12:53:00,2019-08-12,12,2019,8,224,35
"TUS","2019-08-12 13:53",96,25.32,2019-08-12 13:53:00,2019-08-12,13,2019,8,224,35.5555555555556
"TUS","2019-08-12 14:53",98,25.61,2019-08-12 14:53:00,2019-08-12,14,2019,8,224,36.6666666666667
"TUS","2019-08-12 15:53",99,23.18,2019-08-12 15:53:00,2019-08-12,15,2019,8,224,37.2222222222222
"TUS","2019-08-12 16:53",98,22.22,2019-08-12 16:53:00,2019-08-12,16,2019,8,224,36.6666666666667
"TUS","2019-08-12 17:53",98,22.22,2019-08-12 17:53:00,2019-08-12,17,2019,8,224,36.6666666666667
"TUS","2019-08-12 18:53",96,23.62,2019-08-12 18:53:00,2019-08-12,18,2019,8,224,35.5555555555556
"TUS","2019-08-12 19:53",93,28.79,2019-08-12 19:53:00,2019-08-12,19,2019,8,224,33.8888888888889
"TUS","2019-08-12 20:53",92,28.84,2019-08-12 20:53:00,2019-08-12,20,2019,8,224,33.3333333333333
"TUS","2019-08-12 21:53",89,36.37,2019-08-12 21:53:00,2019-08-12,21,2019,8,224,31.6666666666667
"TUS","2019-08-12 22:53",86,41.74,2019-08-12 22:53:00,2019-08-12,22,2019,8,224,30
"TUS","2019-08-12 23:53",84,44.51,2019-08-12 23:53:00,2019-08-12,23,2019,8,224,28.8888888888889
"TUS","2019-08-13 00:53",83,46.12,2019-08-13 00:53:00,2019-08-13,0,2019,8,225,28.3333333333333
"TUS","2019-08-13 01:53",81,50.65,2019-08-13 01:53:00,2019-08-13,1,2019,8,225,27.2222222222222
"TUS","2019-08-13 02:53",79,52.38,2019-08-13 02:53:00,2019-08-13,2,2019,8,225,26.1111111111111
"TUS","2019-08-13 03:53",79,54.08,2019-08-13 03:53:00,2019-08-13,3,2019,8,225,26.1111111111111
"TUS","2019-08-13 04:53",77,60.06,2019-08-13 04:53:00,2019-08-13,4,2019,8,225,25
"TUS","2019-08-13 05:53",76,62.3,2019-08-13 05:53:00,2019-08-13,5,2019,8,225,24.4444444444444
"TUS","2019-08-13 06:53",77,62,2019-08-13 06:53:00,2019-08-13,6,2019,8,225,25
"TUS","2019-08-13 07:53",82,50.97,2019-08-13 07:53:00,2019-08-13,7,2019,8,225,27.7777777777778
"TUS","2019-08-13 08:53",86,41.74,2019-08-13 08:53:00,2019-08-13,8,2019,8,225,30
"TUS","2019-08-13 09:53",90,32.91,2019-08-13 09:53:00,2019-08-13,9,2019,8,225,32.2222222222222
"TUS","2019-08-13 10:53",94,25.28,2019-08-13 10:53:00,2019-08-13,10,2019,8,225,34.4444444444444
"TUS","2019-08-13 11:53",97,20.49,2019-08-13 11:53:00,2019-08-13,11,2019,8,225,36.1111111111111
"TUS","2019-08-13 12:53",99,17.9,2019-08-13 12:53:00,2019-08-13,12,2019,8,225,37.2222222222222
"TUS","2019-08-13 13:53",101,13.98,2019-08-13 13:53:00,2019-08-13,13,2019,8,225,38.3333333333333
"TUS","2019-08-13 14:53",102,13.06,2019-08-13 14:53:00,2019-08-13,14,2019,8,225,38.8888888888889
"TUS","2019-08-13 15:53",102,13.52,2019-08-13 15:53:00,2019-08-13,15,2019,8,225,38.8888888888889
"TUS","2019-08-13 16:53",102,13.06,2019-08-13 16:53:00,2019-08-13,16,2019,8,225,38.8888888888889
"TUS","2019-08-13 17:53",101,13.98,2019-08-13 17:53:00,2019-08-13,17,2019,8,225,38.3333333333333
"TUS","2019-08-13 18:53",98,15.21,2019-08-13 18:53:00,2019-08-13,18,2019,8,225,36.6666666666667
"TUS","2019-08-13 19:53",93,17.8,2019-08-13 19:53:00,2019-08-13,19,2019,8,225,33.8888888888889
"TUS","2019-08-13 20:53",90,21.1,2019-08-13 20:53:00,2019-08-13,20,2019,8,225,32.2222222222222
"TUS","2019-08-13 21:53",88,22.47,2019-08-13 21:53:00,2019-08-13,21,2019,8,225,31.1111111111111
"TUS","2019-08-13 22:53",86,24.88,2019-08-13 22:53:00,2019-08-13,22,2019,8,225,30
"TUS","2019-08-13 23:53",82,31.56,2019-08-13 23:53:00,2019-08-13,23,2019,8,225,27.7777777777778
"TUS","2019-08-14 00:53",80,34.98,2019-08-14 00:53:00,2019-08-14,0,2019,8,226,26.6666666666667
"TUS","2019-08-14 01:53",79,36.27,2019-08-14 01:53:00,2019-08-14,1,2019,8,226,26.1111111111111
"TUS","2019-08-14 02:53",77,38.74,2019-08-14 02:53:00,2019-08-14,2,2019,8,226,25
"TUS","2019-08-14 03:53",76,38.57,2019-08-14 03:53:00,2019-08-14,3,2019,8,226,24.4444444444444
"TUS","2019-08-14 04:53",76,41.86,2019-08-14 04:53:00,2019-08-14,4,2019,8,226,24.4444444444444
"TUS","2019-08-14 05:53",76,41.86,2019-08-14 05:53:00,2019-08-14,5,2019,8,226,24.4444444444444
"TUS","2019-08-14 06:53",77,40.36,2019-08-14 06:53:00,2019-08-14,6,2019,8,226,25
"TUS","2019-08-14 07:53",78,38.92,2019-08-14 07:53:00,2019-08-14,7,2019,8,226,25.5555555555556
"TUS","2019-08-14 08:53",86,28.9,2019-08-14 08:53:00,2019-08-14,8,2019,8,226,30
"TUS","2019-08-14 09:53",93,19.21,2019-08-14 09:53:00,2019-08-14,9,2019,8,226,33.8888888888889
"TUS","2019-08-14 10:53",97,16.41,2019-08-14 10:53:00,2019-08-14,10,2019,8,226,36.1111111111111
"TUS","2019-08-14 11:53",102,10.71,2019-08-14 11:53:00,2019-08-14,11,2019,8,226,38.8888888888889
"TUS","2019-08-14 12:53",103,10.8,2019-08-14 12:53:00,2019-08-14,12,2019,8,226,39.4444444444444
"TUS","2019-08-14 13:53",104,10.45,2019-08-14 13:53:00,2019-08-14,13,2019,8,226,40
"TUS","2019-08-14 14:53",104,10.91,2019-08-14 14:53:00,2019-08-14,14,2019,8,226,40
"TUS","2019-08-14 15:53",105,11.42,2019-08-14 15:53:00,2019-08-14,15,2019,8,226,40.5555555555556
"TUS","2019-08-14 16:53",106,10.65,2019-08-14 16:53:00,2019-08-14,16,2019,8,226,41.1111111111111
"TUS","2019-08-14 17:53",104,10.91,2019-08-14 17:53:00,2019-08-14,17,2019,8,226,40
"TUS","2019-08-14 18:53",101,10.64,2019-08-14 18:53:00,2019-08-14,18,2019,8,226,38.3333333333333
"TUS","2019-08-14 19:53",96,13.27,2019-08-14 19:53:00,2019-08-14,19,2019,8,226,35.5555555555556
"TUS","2019-08-14 20:53",95,13.25,2019-08-14 20:53:00,2019-08-14,20,2019,8,226,35
"TUS","2019-08-14 21:53",90,21.1,2019-08-14 21:53:00,2019-08-14,21,2019,8,226,32.2222222222222
"TUS","2019-08-14 22:53",88,21.72,2019-08-14 22:53:00,2019-08-14,22,2019,8,226,31.1111111111111
"TUS","2019-08-14 23:53",86,23.95,2019-08-14 23:53:00,2019-08-14,23,2019,8,226,30
"TUS","2019-08-15 00:53",90,17.34,2019-08-15 00:53:00,2019-08-15,0,2019,8,227,32.2222222222222
"TUS","2019-08-15 01:53",86,23.14,2019-08-15 01:53:00,2019-08-15,1,2019,8,227,30
"TUS","2019-08-15 02:53",88,28.25,2019-08-15 02:53:00,2019-08-15,2,2019,8,227,31.1111111111111
"TUS","2019-08-15 03:53",80,36.44,2019-08-15 03:53:00,2019-08-15,3,2019,8,227,26.6666666666667
"TUS","2019-08-15 04:53",82,34.25,2019-08-15 04:53:00,2019-08-15,4,2019,8,227,27.7777777777778
"TUS","2019-08-15 05:53",77,40.36,2019-08-15 05:53:00,2019-08-15,5,2019,8,227,25
"TUS","2019-08-15 06:53",82,35.41,2019-08-15 06:53:00,2019-08-15,6,2019,8,227,27.7777777777778
"TUS","2019-08-15 07:53",86,34.74,2019-08-15 07:53:00,2019-08-15,7,2019,8,227,30
"TUS","2019-08-15 08:53",93,27.87,2019-08-15 08:53:00,2019-08-15,8,2019,8,227,33.8888888888889
"TUS","2019-08-15 09:53",97,21.35,2019-08-15 09:53:00,2019-08-15,9,2019,8,227,36.1111111111111
"TUS","2019-08-15 10:53",99,20.09,2019-08-15 10:53:00,2019-08-15,10,2019,8,227,37.2222222222222
"TUS","2019-08-15 11:53",103,14.76,2019-08-15 11:53:00,2019-08-15,11,2019,8,227,39.4444444444444
"TUS","2019-08-15 12:53",105,10.94,2019-08-15 12:53:00,2019-08-15,12,2019,8,227,40.5555555555556
"TUS","2019-08-15 13:53",105,10.56,2019-08-15 13:53:00,2019-08-15,13,2019,8,227,40.5555555555556
"TUS","2019-08-15 14:53",107,7.54,2019-08-15 14:53:00,2019-08-15,14,2019,8,227,41.6666666666667
"TUS","2019-08-15 15:53",107,8.17,2019-08-15 15:53:00,2019-08-15,15,2019,8,227,41.6666666666667
"TUS","2019-08-15 16:53",105,8,2019-08-15 16:53:00,2019-08-15,16,2019,8,227,40.5555555555556
"TUS","2019-08-15 17:53",105,7.65,2019-08-15 17:53:00,2019-08-15,17,2019,8,227,40.5555555555556
"TUS","2019-08-15 18:53",103,8.17,2019-08-15 18:53:00,2019-08-15,18,2019,8,227,39.4444444444444
"TUS","2019-08-15 19:53",98,10.32,2019-08-15 19:53:00,2019-08-15,19,2019,8,227,36.6666666666667
"TUS","2019-08-15 20:53",93,13.55,2019-08-15 20:53:00,2019-08-15,20,2019,8,227,33.8888888888889
"TUS","2019-08-15 21:53",91,15,2019-08-15 21:53:00,2019-08-15,21,2019,8,227,32.7777777777778
"TUS","2019-08-15 22:53",88,17.83,2019-08-15 22:53:00,2019-08-15,22,2019,8,227,31.1111111111111
"TUS","2019-08-15 23:53",88,20.82,2019-08-15 23:53:00,2019-08-15,23,2019,8,227,31.1111111111111
"TUS","2019-08-16 00:53",86,26.82,2019-08-16 00:53:00,2019-08-16,0,2019,8,228,30
"TUS","2019-08-16 01:53",86,27.74,2019-08-16 01:53:00,2019-08-16,1,2019,8,228,30
"TUS","2019-08-16 02:53",83,34.39,2019-08-16 02:53:00,2019-08-16,2,2019,8,228,28.3333333333333
"TUS","2019-08-16 03:53",83,35.81,2019-08-16 03:53:00,2019-08-16,3,2019,8,228,28.3333333333333
"TUS","2019-08-16 04:53",82,38.11,2019-08-16 04:53:00,2019-08-16,4,2019,8,228,27.7777777777778
"TUS","2019-08-16 05:53",80,42.05,2019-08-16 05:53:00,2019-08-16,5,2019,8,228,26.6666666666667
"TUS","2019-08-16 06:53",82,45.66,2019-08-16 06:53:00,2019-08-16,6,2019,8,228,27.7777777777778
"TUS","2019-08-16 07:53",86,44.81,2019-08-16 07:53:00,2019-08-16,7,2019,8,228,30
"TUS","2019-08-16 08:53",91,32.94,2019-08-16 08:53:00,2019-08-16,8,2019,8,228,32.7777777777778
"TUS","2019-08-16 09:53",93,29.96,2019-08-16 09:53:00,2019-08-16,9,2019,8,228,33.8888888888889
"TUS","2019-08-16 10:53",96,23.62,2019-08-16 10:53:00,2019-08-16,10,2019,8,228,35.5555555555556
"TUS","2019-08-16 11:53",97,21.35,2019-08-16 11:53:00,2019-08-16,11,2019,8,228,36.1111111111111
"TUS","2019-08-16 12:53",99,18.51,2019-08-16 12:53:00,2019-08-16,12,2019,8,228,37.2222222222222
